Index,Comment,Label
2020,"trải nghiệm cực kỳ kinh khủng với sp này, mua hàng ngày 309 xay sto lần t2 thì bị rỉ nước xuống cối đi bảo hành điện máy xanh báo bị đứt ron và đổi máy mới, hôm nay lấy máy mới ra dùng thì lại bị lỗi cũ nhưng lần này rỉ rất nhiều tràn ra toàn bộ máy và bốc khói cháy khét máy, dịch vụ điện máy xanh tốt nhưng sp này thì quá tệ, quyết định bỏ luôn máy chứ bảo hành cũng không dám sd.",0
2021,rất tốt luôn ủng hô chắc chắn sẽ mua ở của hag nhiều hôn nhân viên phục vụ tận tình giao hàng đúng hẹn,2
2023,xay rất tệ. máy kêu to. br xay một lúc chảy hết nhựa cối xay. br nói chung là rất không hài lòng,0
2024,rất tốt,2
2025,mạnh  nóng nhanh sấy nhanh,1
2026,máy tốt,2
2027,hàng cũng tạm ổn,2
2028,dùng ok lắm,2
2030,tốt lần sau sẽ mua lại.,2
2031,khá ok,2
2034,tốt lắm,2
2035,"sản phẩm tốt, chất lượng",2
2036,đang dùng thì bị nổ . may có aptomat nên không sao . mn không nên mua hãng này nha,0
2037,"mua từ tháng 82023, hiện máy sấy tóc đang có hiện tượng điện vào chập chờn, cứ đang sấy là bị ngắt.",0
2038,máy chạy tốt. gió vừa phải với dùng gia đình,2
2039,tuyệt vời,2
2040,sài rất tốt,2
2041,hơi nóng,1
2043,tuyệt vời đúng tiền,2
2044,dùng rất tốt,2
2045,máy chạy tốt. riêng nhà sản xuất tiết kiệm khâu đóng gói quá mức. khi xếp vào hộp làm co dây đến mức muốn gãy đứt dây cuối tay cầm. để lâu trong hộp nguy cơ đứt dây rất lớn. mình phải kiếm hộp khác mà xếp vậy,2
2046,"máy vận hành êm, nhẹ tay",1
2047,sản phẩm tốt,2
2048,rất tốt ạ,2
2049,sp tốt lắm,2
2052,máy sấy tóc toàn mùi nhựa. ngửi rất khó chịu khi xấy,1
2053,rất tốt,2
2054,tôi mua về cho mẹ sd,1
2055,máy dùng rất tốt,2
2056,"quá ok luôn nha ae , mẹ sài thấy tốt nên có sao nói vậy , quá là ok lun",2
2059,máy sài rất tốt vì có 2 chức năng lạnh và nóng rất tiện khi dùng,2
2060,ok đẹp bền gia ca phai chặng,2
2061,ok tốt,2
2062,rất ổn ạ,2
2064,mới dùng 1 lần đã cháy điện hi vọng mà không ngư mình mong muốn,0
2065,nhân viên giao hàng không kiểm tra sản phẩm trước khi giao cho khách,0
2066,máy dùng tốt giao hàng nhanh nữa,2
2067,ok tốt,2
2068,sài ok tốt và rẻ,2
2069,tốt lắm,2
2070,"có chế độ sấy mát, đỡ bị hư tổn tóc do nhiệt",2
2072,tạm ổn sấy lâu tóc mới khô nha llllllllll,2
2073,may chạy rất êm,1
2075,"máy cầm nhẹ tay, sấy ok, máy gấp gọn dễ thương lắm ạ",2
2079,"máy dùng tốt, nhưng kêu hơi to",2
2080,"máy sài 1 thời gian dây điện dưới phần móc treo bị gấp, hở điện, chập chờn.. lần sau thì phát nổ",1
2081,nhân viên giao hàng chu áo,1
2083,"sản phẩm tốt, nhân viên tư vấn nhiệt tình",2
2084,sp ok,2
2085,hàng tốt,2
2086,sp rất ok,2
2087,máy xài ổn nha. cầm chắc tay,2
2089,"dễ sử dụng, tiện lợi khi dùng",1
2090,dùng ok,2
2092,sài khá ổn áp,2
2094,rất tốt,2
2095,tốt trong tầm giá,2
2096,"tốt,hình thức đẹp.nhân viên bán hàng chu đáo",2
2097,sản phẩm tốt,2
2098,dùng ổn,2
2100,sản phẩm ok,2
2101,"máy mạnh, cơ mà chế độ sấy mát vẫn hơi nóng 1 xíu, không được mát hẳn như cái panasonic mình đang dùng. đánh giá chung đáng mua trong tầm tiền.",1
2104,sp ok,2
2105,hàng tốt,2
2106,sp rất ok,2
2107,máy xài ổn nha. cầm chắc tay,2
2109,"dễ sử dụng, tiện lợi khi dùng",1
2110,dùng ok,2
2112,sài khá ổn áp,2
2114,rất tốt,2
2115,tốt trong tầm giá,2
2116,"tốt,hình thức đẹp.nhân viên bán hàng chu đáo",2
2117,sản phẩm tốt,2
2118,dùng ổn,2
2120,sản phẩm ok,2
2121,"máy mạnh, cơ mà chế độ sấy mát vẫn hơi nóng 1 xíu, không được mát hẳn như cái panasonic mình đang dùng. đánh giá chung đáng mua trong tầm tiền.",1
2122,"máy sấy nhỏ gọn,sấy rất tốt",2
2123,sài rất ok nha mọi người,2
2124,cũng được,1
2126,sản phẩm tốt,2
2127,máy dùng ok nha mng.,2
2128,dùng ổn,2
2130,rất tốt,2
2132,"máy dùng tốt .nhân viên sơn đông bến tre rất nhiệt tình ,vui vẻ .gọi điện xác nhận trước khi giao, tôi đánh giá cao vấn đề này .cảm ơn",2
2133,sử dụng ok,2
2134,bình thường,1
2137,tiện dụng,1
2139,dùng tốt ạ,2
2140,nhận viên giao hàng rất ok,2
2141,sản phẩm xài bình thường,1
2142,dùng tốt người bán hàng nhiệt tình chu đáo. cảm ơn điện máy xanh,2
2143,"sấy thì ok, cơ mà mùi nhựa đậm quá",2
2144,máy dùng ổn trong tầm giá,2
2145,sản phẩm tốt sấy tóc nhanh khô.,2
2147,hàng chất lượng,2
2148,máy sấy êm. máy mạnh sấy tóc nhanh khô.,2
2149,mình thấy ổn. mà sấy hơi lâu khô. sử dụng cá nhân nên thấy máy đáp ứng đủ nhu cầu cá nhân.,2
2150,xài ok,2
2151,máy sấy dùng ổn,2
2152,"tốc độ gió trung bình mùi nhựa rất hắc,mỗi lần dùng thấy như đang cháy khét lẹt",0
2153,không được hài lòng lắm,0
2154,máy rất tốt,2
2155,sử dụng rất tốt có 2 chế độ lun sấy áo quần sấy tóc máy công xuất mạnh nhỏ gọn mẫu mã ok chất lượng,2
2157,máy khỏe . rất thích.,2
2159,"xài 1 tháng đã hư, không còn nóng, mua máy mới cao tiền hơn chút xài ổn hơn",0
2160,"máy có 03 chế độ thích nhất chế độ sấy lạnh, ít bị hư tóc. dễ sử dụng, thuận tiện mang theo khi đi du lịch. đáng mua.",2
2161,em đã mua về dùng.sài cảm thấy rất thích luôn ạ.vừa riêng lợi .nói chung rất đáng mua,2
2162,sau thời gian sử dụng thấy máy sử dụng khá tốt có đủ 3 mức gập lại được nên có thể mag đi xa rất gọn,2
2163,mới mua nên chưa đánh giá được chất lượng sản phẩm nhỏ gọn phù hợp với con trai,1
2164,"máy sấy hàng mới nên còn mùi nhựa mà không saocó 3 chế độ, thích thật đó, chung quy ổn",1
2165,"mình mới nhận hàng. có 3 chế độ, xài khá là thích. có bảo hành 1 năm, mong là dùng được lâu hihi.",2
2166,"giao hàng nhanh,vừa đặt tiếng trước tiếng sau có,sản phẩm đẹp mắt , chất lượng ,đóng gói cẩn thận ,quá ok  br thêm anh shipper quá dễ thương nữa",2
2167,"sản phẩm đẹp, nhỏ gọn  tiết kiệm không gian sống , sử dụng rất tốt",2
2168,"sử dụng rất tốt. an toàn, tiện lợi, dễ sử dụng br dễ bảo quản, br không tốn quá nhiều không gian",2
2169,"tiếng kêu cũng vừa, k phải là nhỏ. đun đầy bình cỡ 5p. lúc vừa mở nắm ra có tí mùi nhẹ, sau đó hết. dùng gần 2 tuần rồi thấy ổn cả nhe. nắp hơi khó mở, nhỡ mà gãy phần đó là nghỉ mở lun",0
2170,"Bình nước rất đẹp, nước sơn bóng, bên trong lòng nhôm dày. Sản phẩm có phiếu hành, xịn xò
Rất hài lòng.",2
2171,"Sản phẩm gia công đẹp. Thiết kế mở nắp không tiện dụng lắm, phải giữ với 2 tay. Hy vọng bền bỉ. Giao hàng nhanh. Chúc năm mới Tiki trading làm ăn phát đạt!",2
2172,"Bình màu đen xinh xắn  mình chưa dùng thử nên chưa feedback chất lượng đc. Tiki giao nhanh, nhưng đóng gói không có thùng bên ngoài ... hơi phiêu ạ :))))",1
2173,"Thân bình chắc chắn, đun nhanh sôi nhưng mà nhìn nhựa trên nắp bình cứ cảm giác không được bền. Không biết sử dụng thời gian nữa thì thế nào.",1
2174,"Nắp bình không được tiện lợi lắm. Bình này có khóa gài không nút nhấn, phải 1 tay cầm nắp, 1 tay cầm bình cho chắc để mở nắp. Hy vọng là cái khóa gài bằng nhựa này sẽ không bị hư nhanh.",1
2175,"Về bình đun: Máy đẹp, khá chắc chắn. Đun ít ồn hơn một số loại bình khác từng dùng (Sunhouse) Mọi người nói khó mở chứ mình thấy nắp như vậy đỡ lỏng lẻo nguy hiểm, nắm chắc mở lên phát một là được. Lúc nhận thì có thấy mấy vệt nâu nâu ở đáy nhưng rửa cái là hết. Nói chung hài lòng.
Về giao hàng: Tiki giao đúng trong ngày như mình đặt.",2
2176,"Đây là ấm siêu tốc thứ 2 mình mua, cùng seri này của LockLock.
Miệng ấm rộng, mở được 120 độ. Thân cách nhiệt, vừa đun xong sờ vào cũng không bị bỏng. Thân và nắp bên trong đều là inox, không có phần nào bằng nhựa nên đun sôi cũng vẫn rất yên tâm.
Hạn chế duy nhất là khi đun ấm kêu khá to.",2
2177,"Đã mua cái thứ 2 cho người thân, cái của mình dùng 5 nam rồi vẫn ổn áp,  luôn đồng hành cùng tiki suốt những năm qua, phục vụ nhanh tốt, hàng chất lương khỏi sợ, hihiii",2
2178,"sản phẩm rất đẹp và nhỏ gọn, giao hàng nhanh, đun nước khá nhanh và không ồn, bền không thì phải xài 1 thời gian mới biết",2
2179,"Mọi chức năng hoàn hảo đẹp, độ bền chưa biết sao",2
2180,"Đun sôi nhanh
 Mới nhận đưoc hàng đem đi  liền
Nắp phải mở ko có nút bấm mở nấp hơi bất tiện
Sd thêm thời gian nữa để đánh giá độ bền",1
2181,"Sp như quảng cáo, giao hàng nhanh, đóng hộp kỹ...nhưng m săn ở đợt sale đc tặng thêm 1 bình nước mà ko thấy giao cùng, mong bên tiki hỗ trợ dùm",2
2182,"Sản phẩm chất lượng tốt, mẫu mã đẹp và màu sắc sang trọng. Thiết kế nắp bình khá thông minh, có thể đóngmở từ từ, an toàn khi sử dụng. Sản phẩm chính hãng có phiếu bảo hành rõ ràng nên rất ưng ý.",2
2183,sang xịn mịn. chất lượng khỏi chê. mình mua cái t2 rồi. cái đầu tiên màu đỏ. cái này màu đen. đc tặng bình nước và rẻ hơn nữa. good.,2
2184,"Mới đun 1 lần thấy ngon lành cành đào
Mua 350k ko biết hơi không tại chưa xài qua bao giờ
Màu đen bóng xuất sắc, inox liền trong
Chỉ 1 cái ko thích là nắp mở ko tiện lắm",2
2185,"bình gọn nhẹ, gói hàng cẩn thận
lòng bình rộng dễ dàng sử dụng và vệ sinh. Nấu khoảng 6 phút là nhẩy nút, 
tiếng nước sôi hơi lớn.
Trên thành bình có vết trầy nhưng không đáng kể.",1
2186,"hàng đẹp hơn trên hình nữa, đóng gói gọn gàng, giao siêu nhanh.",2
2187,"Mua hàng chính hãng nên cũng khá yên tâm. Mình chưa sử dụng nhiều nên cũng không biết độ bền các kiểu như thế nào. Lúc mới dùng thì hơi có mùi nhựa. Nấu nước sôi khá nhanh, chỉ tầm khoảng 5 phút.",1
2188,"Ấm đun nhanh, 5' đã sôi nước, ngoại quan sản phẩm đẹp, chắc chắn, màu đen làm cho góc bếp nhìn sang hơn hẳn, lại còn vợt được lúc đang sale giảm giá quá hời luôn. Nhưng mà nút mở nắp hơi khó mở, lúc đầu mua về ngồi loay hoay mất 30' mới biết cách mở, tìm trong tờ hướng dẫn mà không có cách mở nên tự tìm cách, may quá cũng ra, hihi.",2
2189,"Rất tuyệt vời! Hàng tốt nên mua mọi người nha!
Mình là khách hàng ruột luôn ủng hộ tiki vì chất lượng sản phẩm, uy tín trong bảo hành, luôn rẻ nhất, chất lượng nhất!",2
2190,Giao hàng siêu nhanh. Ấm đun tốt. Quà tặng xài cũng rất okie. Đáng tiền nhé. Giá rẻ hơn bên  và Lz do áp được voucher,2
2191,"giao siêu tốc, mới đặt hàng tối quamnà sáng nay đã nhận, bình đẹp, nhìn chắc chắn, locknlock nên an tâm về chất lượng.",2
2192,"Sản phẩm tốt, vừa mở hộp ra là thích rồi, màu đen nên nhìn sang hẳn. Dùng hơn 2 tháng vô phản hồi lại, chất lượng chuẩn, k bik sau này có hư hỏng nhanh ko nhưng mà hiện tại thì rất ok",2
2193,"Bình của LockLock thì chất lượng khỏi bàn. Nước rất nhanh sôi, tiếng cũng không bị to quá. Bình đun được thiết kế rất sang và còn thuận tiện cho việc cọ rửa nữa. Giao hàng nhanh, 5 sao nhé.",2
2194,"bình tốt. ruột inox dập, không phải gép giữa đáy và thành. inox dầy vừa phải. đun nhanh sôi. vỏ nhựa bên ngoài nên giữ dc nhiệt lâu lâu chút. lại an toàn, k sợ bỏng khi đụng vô vỏ lúc nước sôi",2
2195,"Ấm được bọc cẩn thận, không có lỗi gì. Giao hàng nhanh. Ấm đun siêu tốc đúng như tên gọi: 5 là nước sôi. Thân ấm dày dặn cầm rất chắc tay. Tuy nhiên dây có hơi ngắn xíu. Dày thêm 10cm là thoải mái. Đáng giá để tin dùng!",2
2196,"nhìn thì chất lượng đấy, nhưng chưa thử, hôm nào thử ok, sẽ đánh giá lại",1
2197,Bình xài ok có điều nắp bình hơi khó mở,1
2198,"bình nấu êm, nắp khó mở thật, nhưng mà rót nước ra ly bình khác sau khi nước sôi rồi mở bình thì sẽ an toàn hơn. Không cách nhiệt, sờ vào nóng nhưng k bỏng tay. Chất liệu này dễ bám bụi bên ngoài bình, nên lau thường xuyên để bình đẹp và sang nè",1
2199,"Hàng nhìn ổn.
Chất lượng thì phải để trãi nghiệm. 
Đóng gói tiêu chuẩn. 
Giao trễ 2 ngày, chắc do dịch!
Vẫn vote 5 để ủng hộ.",1
2200,"Hàng chất lượng nhưng ngoại quan xấu, bị móp hộp lúc giao hàng",0
2201,"Hàng đúng như đăng tải. Giao hàng nhanh. Dunhf thử thấy tiện, nhanh, an toàn.",2
2202,Đun sôi nước nhanh. Giá hợp lý. Có điều cái nắp đóng phải khéo chứ kêu hơi to.,2
2203,hàng đẹp xài r OK nấu mau xôi chỉ mất có 5 phút là xong shop gói hàng cẩn thận cảm ơn tiki sẽ ủng hộ lẫn sau,2
2204,"giao nhanh như 1 cơn gió nhờ tiki now,  hàng lock and lock thì khỏi phải bàn cãi chất lượng nhé.  cứng cáp,  đáng tiền để mua lắm ạ, mình mua liền dùm cho đồng nghiệp nữa luôn",2
2205,"Mình đã mua 1 chiếc, dùng ưng quá nên mua thêm chiếc thứ 2 trong vòng 1 tuần. Chất liệu vỏ đẹp, bóng. Ấm rất chắc chắn, lòng lộng, ko bị mùi tẹo nào. Hi vọng đồ dùng lâu bền. Cảm ơn Tiki",2
2206,"bình nc nhận đc okie. 
tuy nhiên mình chọn giao nhanh 2H. Tiki phải 2 ngày sau mới giao hàng. 
biết là đang dịch. Nhưng mình phải trả thêm phí ship vì nghĩ đc giao nhanh. Đáng nhẽ Tiki ko nên đưa Phương thức giao nhanh 2H để rồi thu thêm tiền của khách",1
2207,Bình đun siêu tốc đẹp chất lượng đun mau sôi ko trào nước ra ngoài ai cg khen đẹp chất mn nên mua xài đi cho shop 5 sao nếu có cho shop 10 luôn,2
2208,"sản phẩm như hình, đúng mô tả của shop. đóng gói cẩn thận giao hàng nhanh. sẽ ủng hộ cảm ơn shop",2
2209,"Sản phẩm đúng mô tả, chắc chắn, cứng cáp, đun sôi nhanh, cầm rất chắc tay",2
2210,Bình đun rất êm. Kiểu dáng đẹp. Nắp mở bật lên bằng cơ rất chặt. Không biết sử dụng lâu ngày có bị lỏng không. Nhưng với thương hiệu LL hi vọng sẽ bền,2
2211,"Nấu rất nhanh, hàng giao xịn xò nguyên seal, nhân viên giao hàng tận tay cho kiểm tra sản phẩm luôn 10 điểm ",2
2212,xịn sò  rất sang rất đẹp và ko ồn nhé anh chị em,2
2213,Tôi đã đặt hàng vào ngày 13.11  nhưng không nhận được quà tặng bình nước. tiKi kiểm tra giúp mình nha,1
2214,"Chỉ là nắp hơi cứng, nhìn chung là bình rất sang, hi vọng brand lớn sẽ tỉ lệ thuận với chất lượng nha. Với cả mua ngoài store tận 700k, lên tiki sale còn 350k giá quá hời nhỉ hihi",2
2215,"Ưng lắm nha, giá lại ổn áp
Dùng hàng LL đúng khác hẳn cái ấm của SH :))",2
2216,"Tikinow giao hàng siêu tốc, đặt chiều hôm trước mà sáng hôm sau đã nhận hàng, quá nhanh",2
2217,"Bình đẹp, ổn, đun nhanh sôi, và tiện lợi là sôi sẽ tự tắt, rất tiện với gia đình có con nhỏ hay người già.",2
2218,"Sản phẩm tốt, rất ưng tặng 5 sao luôn",2
2219,Hàng như ảnh..,1
2220,"Sản phẩm đẹp như hình, do ảnh hưởng của dịch nên giao hàng hơi lâu :)",1
2221,"Hàng đẹp, giao đúng 2212 nhưng không thấy quà tặng cái ly như quãng cáo",2
2222,"Tốt, xài bền, rất nên mua",2
2223,Bình miệng rộng dễ vệ sinh. Trông chắc chắn. Nắp dù không bật tự động nhưng dễ mở. Đang dùng và thấy chất lượng tốt.,2
2224,"sản phẩm màu rất đẹp, hàng ik như hình, rất đáng tiền, tôi sẽ tiếp tục ủng hộ cho bạn trong thời gian sắp tới nhé. Chúc shop của bạn phát triển tốt.",2
2225,"TikiNow thần thánh, giao nhanh đến hết hồn. Đóng gói cẩn thận. Cám ơn ạ",2
2226,sản phẩm được đóng gói cẩn thận tới 2 lớp thùng. giao hàng siêu nhanh. tối hwa đặt sáng nay đã giao. thấy ghi hẹn giao thứ 2 nà nay cũng nhận được luôn.,2
2227,"Giao hàng siêu nhanh đóng gói cẩn thận, xài thử thấy ok không có mùi đun nước nhanh hơn bình cũ của mình.",2
2228,"Giao hàng nhanh, đóng gói cẩn thận, hàng còn nguyên vẹn. Mình đem thử thì ấm nấu tốt bình thường không trục trặc gì.",2
2229,Hàng LockLovk thì quá xịn chất lượng thì khỏi bàn ạ,2
2230,Ấm tốt và đun sôi nhanh. Giao hàng lần đầu bị vỡ nhưng chính sách đổi trả rất cẩn thận. Vote 5 sao ạ,2
2231,"Giao hang nhanh dong goi can than, dun soi nhanh.",2
2232,Đẹp,2
2233,"Bình đẹp, đúng mẫu",2
2234,"Đóng gói cẩn thận, hàng mới, chưa sử dụng nên chưa biết chất lượng nhưng hàng chính hãng thì chắc OK rồi",2
2235,Tôi rất hài lòng về sản phẩm và sẽ lựa chọn shop cho các lần mua hàng tiếp theo sau. Cảm ơn shop.,2
2236,đẹp  tốt  ben,2
2237,"Đã nhận sản phẩm của shop và sử dụng một thời gian vẫn ổn định, mình đẹp chắc chắn",2
2238,"Đã nhận được hàng. Nhanh và đóng gói cẩn thận, hàng như hình, sẽ ủng hộ shop",2
2239,"Hàng chính hãng, mẫu mã như mô tả, có phiếu bh và hướng dẫn sử dụng nhưng không thấy hàng khuyến mãi đính kèm.",2
2240,Đã nhận được hàng rồi nha shop ơi. Shop giao hàng nhanh chóng và đóng gói sản phẩm kỹ. Lần sau có nhu cầu sẽ ủng hộ shop tiếp nhé,2
2241,"Bình đun rất tốt, có lớp cách nhiệt nên sờ vào không nóng. Nói chung, sản phẩm tốt, điểm trừ là hình như không có nút ấn bật nắp, phải mở bằng tay, sợ lâu dài sẽ hỏng phần này.",2
2242,"Nấu nước nhanh, hoàn thiện chắc chắn, rất hài lòng, chất lượng rất tốt",2
2243,Bền đẹp đun siêu nhanh,2
2244,"Chất liệu bền, mẫu mã đẹp, sôi nhanh",2
2245,"bình đun thích lắm nha, nhưng lúc đổ nước sôi ra mọi người nhớ để ý chỗ bình xả hơi nước ra nha, khá nóng, bình xịn xò nhìn sang lắm nha, xài thích",2
2246,"giao hàng nhanh bất ngờ, ấm đẹp, đun nước ok..",2
2247,Sài tốt lắm sử dụng hơn 2 tháng quay lại đánh giá đấy,2
2248,"Chất liệu bền, Đun sôi nhanh, Nhỏ gọn",2
2249,"Chất liệu tốt, tuy nhiên nắp mở tay, ko có nút bấm",1
2250,Hàng của locklock thì khỏi chê rồi ? Mua sale nên quá. Ok nha mn ! Đồ bền thì phải đợi sd  tg kiểm chứng,2
2251,Sản phẩm chất lượng,2
2252,"Tiki giao siêu nhanh , tối hôm qua đặt thì trưa hôm sau đã có r 
hàng đc đóng gói kỹ.",2
2253,"Đóng gói sản phẩm khi chuyển hàng, không được tốt: bao bì bị bóp méo. Cũng may, sản phẩm còn nguyện vẹn, đẹp và hoạt động tốt. Xin cám ơn.",1
2254,Hàng giao nhanh chóng. Đặt sáng giao sáng hôm sau. Đóng gói cẩn thận. Có màng bọc bao giúp giảm va đập.,2
2255,Sản phẩm ok,1
2256,"Giao hàng đúng hẹn, đóng gói sản phẩm cẩn thận, mình rất vừa ý với sản phẩm này.",2
2257,"k ồn như loại khác, nhanh sôi. inox trong sáng bóng. nắp hơi chặt xíu. chưa chụp đc ảnh em úp tạm ảnh nhà",2
2258,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn",2
2259,"Giao hàng nhanh, chất lượng ổn",2
2260,"Giao hàng trong lúc SG giãn cách nên hơi lâu, nhưng vẫn trước cam kết giao trong 20 ngày. Đóng gói cẩn thận. Chất lượng sản phẩm đã sử dụng trong 3 tuần rất ổn.",2
2261,"좋은 제품 
하지만 배송기사가 주말이라 마음대로 배송을 늦춰버림 그래서 2일이나 늦게 도착",1
2262,Hàng giao nhanh. chất lượng tốt,2
2263,"Giao nhanh, đóng gói cẩn thận, hình thức đẹp. Đun nước sôi nhanh.",2
2264,Tiki đổi trả sản phẩm lỗi cho mình rất nhanh và đúng hẹn,2
2265,"Khi nhận hàng mình kiểm tra chất lượng rất hài lòng, giao hàng cũng nhanh. Mình chưa dùng sản phẩm nên chưa thể đánh giá thêm. Bước đầu rất ok.",2
2266,"Đẹp, cầm chắc tay, chất lượng. Nhưng đúng là cái nắp hơi khó mở nha, hàng xịn mà thiết kế nắp kì quá",2
2267,"Ấm đẹp, màu sắc bao sang luôn. Mua về là dùng liền, không bị hôi ấm. Giao đúng dự kiến.",2
2268,Chưa nấu. Nhưng hình thức đẹp. Đế mỏng. Tay cầm và vỏ ngoài bằng nhựa khá mỏng.,1
2269,Rất hài lòng,2
2270,hàng tốt của hàng của locklock thì khỏi bàn rất tốt nên mua nha Mn,2
2271,"Ấm đẹp,sang chảnh,đun nước êm nhanh,nhưng hơi tiếc chút xíu là vẫn còn một ít nhựa viền trên nắp ấm,khi đậy nắp lại thì phần nhựa này nằm trong ấm nên không an toàn cho sức khoẻ,nói chung ấm vẫn ok",2
2272,"Mẫu sản phẩm đẹp , giao hàng nhanh",2
2273,"sản phẩm ok với giá tiền, dùng tốt, thiết kế mở ra mở vào hơi không hợp lí",2
2274,đẹp và chắc tay... nắp mở bình thường mà đâu có khó như mấy bạn nói,2
2275,"mùa cô vy nên giao hơi lâu, nhưng hàng ok, đánh giá 5 sao nhé, sẽ ủng hộ shop lần sau nữa.",2
2276,Sản phẩm rất tốt. Đun sôi nhanh. Tiki giao hàng rất nhanh và đúng sản phẩm đã chọn.,2
2277,"Sản phẩm tốt, có 2 lớp thép nên khi nước sôi thì bên ngoài chỉ ấm chớ không nóng, tránh bỏng. 
Độ bền thì cần thời gian để đánh giá.",2
2278,"Giao hàng nhanh mẫu mã đẹp,",2
2279,"Sản phẩm có thương hiệu, mẫu mã đẹp, đơn giản và sang trọng. Có vạch dấu hiệu max bên trong bình dễ canh lượng nước cho người dùng. Tiki đóng gói cẩn thận, giao hàng nhanh chóng. Cảm ơn tiki!",2
2280,"Đun sôi trong vòng 3p, khá nhanb",1
2281,"Giao hàng nhanh, tốt trong tầm giá, nên mua",2
2282,Đun nhanh. Dùng bền.,2
2283,Giao hàng về quê mà mất có 1 ngày như mua hàng giao ở sài gòn vậy ak.,2
2284,"Nhanh sôi, không nghe mùi nhựa như những bình rẻ tiền, giao hàng nhanh",2
2285,"Ấm đẹp, chưa đun nên chưa biết. Vote cho việc giao hàng mùa dịch nhưng rất nhanh",2
2286,"sản phẩm đúng hình, giao hàng nhanh, nhân viên nhiệt tình,dễ thương",2
2287,Đun nhanh sôi. Nắp ấm thấy mọi người nói khó mở nhưng dùng 1 thời gian thì cũng quen,2
2288,"Hàng đẹp, nhưng cái nắp hơi khó mở tý",1
2289,Đẹp và loại bỏ nguy cơ bị bỏng do tiếp xúc trực tiếp với lớp vỏ kim loại.,2
2290,"Chất lượng tốt, đúng như mong đợi. Hàng chắc chắn, mẫu mã đẹp.",2
2291,"Chưa dùng nên chưa biết chất lượng, tạm đánh giá cho dịch vun tiki dù giao hàng hơi muộn so với lịch dự kiến",1
2292,ĐUN NHANH. DUNG TÍCH LƠN,2
2293,"Bình đen bóng rất sang trọng, nấu êm ko có quá ồn. Rất hài lòng",2
2294,"tiki gửi hàng nhanh, gói hàng đẹp, đang sử dụng sản phẩm",2
2295,"Bình rất đẹp, đun nhanh, không ồn mấy, me sales nên giá cực tốt",2
2296,"Ship siêu nhanh, 1 tiếng đã nhận đc.
Hàng ok!",2
2297,"Nhà mình là fan của LL, vì chất lượng cao  mẫu mã đẹp.",2
2298,Sản phẩm tốt giao cực nhanh. Nấu nước nhanh sôi và cách nhiệt tốt,2
2299,hàng chuẩn như shop giới thiệu nha quý vị .,2
2300,"Sản phẩm chất lượng, đẹp nấu rất nhanh sôi. Chỉ ko hài lòng đóng gói hơi sơ sài ko có chóng sốc gì cả",2
2301,"giao sớm, sp như hình, còn chất lượng phải sử dụng mới bit như thế nào, nhưng nói chung tin tưởng thương hiệu lock and lock",2
2302,"được lắm, xài rất tốt",2
2303,"Giao hàng nhanh, đóng gói cẩn thận, sp giống hình chụp",2
2304,"hàng chính hãng, sử dụng tốt",2
2305,Sản phẩm đẹp y hình mình thích màu đen hy vọng dùng bền,2
2306,Ok,1
2307,"Đẹp, kiêu nhỏ hơn xí so với 1 số loại",2
2308,Đun sôi nhanh,2
2309,"Ấm đẹp, chưa sử dụng nên chưa biết,  LL hi vọng là bền",2
2310,"bình đẹp, mới dùng nên ko biết chất lượng thế nào. mới nấu thấy ổn.",2
2311,"Sản phẩm như hình, khá ấn tượng với tốc độ giao hàng vùa Tiki so với mặt bằng chung",2
2312,Đun sôi nhanh mẫu mã đẹp .tôi rất thích sản phẩm của hãng,2
2313,Rất tốt nah,2
2314,Sản phẩm chính hãng. Giao hàng nhanh và đầy đủ.,2
2315,Sản phẩm tốt,2
2316,"Thiết kế đẹp, chắc chắn, mình mới nấu thử 3 lần, vẫn còn hơi mùi nhựa",2
2317,dùng tốt,2
2318,Đẹp,2
2319,"Giao hàng nhanh, sp đẹp, nhìn chắc chắn. Hi vọng dùng được lâu vì các thương hiệu khác xài vài tháng hay bị hư",2
2320,"Tốt, giao hàng nhanh !",2
2321,Chưa đc 5 tháng hư rồi ,0
2322,"giáo hàng nhanh, bình cũng rất OK .",2
2323,"Bình đẹp, chắc chắn, nắp hơi khó mở ra nhưng thế mới k sợ đổ bình thì nước đổ ra ngoài, đun nước sôi nhanh. Nói chung là ok",2
2324,Ship rất nhanh. Mog shop giải đáp nếu muốn bảo hành sản phẩm thì cần đến đâu và có giấy tờ gì ko?,2
2325,"Sản phẩm an toàn, tốt.",2
2326,Giao hàng nhanh. Đóng gõi kỹ càng. Đẹp,2
2327,"Lock  Lock thì mình không bàn cãi về chất lượng nha. Tiki giao hàng nhanh, đóng gói okay. Thanks",2
2328,"nấu mau sôi, kiểu dáng đẹp. xài thấy rất chắc chắn.",2
2329,"Bình đẹp, xài ổn, đun sôi nhanh.",2
2330,"mua về dùng tốt, mẫu mã đẹp",2
2331,Bình to đẹp màu đen nhìn chất lượng hơn trắng trắng nhìn màu nhựa hơi cheap,2
2332,Tốt,2
2333,"đun sôi nhanh, khá tiện lợi",2
2334,"Đẹpppppp. Trộm vía, mình chỉ hợp với tiki thôi thì phải. Mua cái gì ở đây cũng ưng cái bụng hết í",2
2335,đc,1
2336,Good,2
